date,close,CDL_ENGULFING,CDL_HAMMER,CDL_HANGINGMAN,CDL_DOJI,CDL_MORNINGSTAR,CDL_EVENINGSTAR,CDL_3WHITESOLDIERS,CDL_3BLACKCROWS,CDL_PIERCING,CDL_DARKCLOUD,EMA_5,EMA_30,EMA_100,macd,macd_signal,macd_diff,macd_z,macd_price_slope_diff,divergence_strength,rsi,bb_ma,bb_std,bb_upper,bb_lower,bb_dist_upper,bb_dist_lower,bb_pos,bb_break_upper,bb_break_lower,bb_break_lower_cumulative,bb_break_upper_cumulative,OBV,AD,CMF,MFI,volume_avg,ForceIndex,hammer_rsi_low,engulfing_near_bb_lower,mfi_oversold_breakout,macd_bull_cross,bb_rsi_overbought,force_volume_spike,3crows_rsi_high,bullish_signals,bearish_signals,doji_rsi_extreme,hammer_bb_low,hangingman_bearish,engulfing_with_divergence,morningstar_reversal,eveningstar_reversal,soldiers_after_acc,bullish_patterns,bearish_patterns,trading_volume_usd
2021-01-12,3.737,80,0,0,0,0,0,0,0,0,0,-0.057012437569635,-0.0285248928398021,-0.0094251276637407,-0.0832178141995577,-0.0529953311101139,-0.0302224830894438,-2.0820702610931474,-0.0209271305085009,-0.0757750597137346,30.30139091602057,0.5211371181074307,0.1642529376966251,0.8496429935006808,0.1926312427141804,1.9647761080802044,0.3278253214144305,0.1429927231122306,0,0,0,0,14619067.65000002,-18003859.250829466,0.0159443308470585,76.29767337771268,1009794.9985,272242.0998546154,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3508691.64
2021-01-13,3.647,0,0,0,0,0,0,0,0,0,0,-0.0439501149814842,-0.0279288034031279,-0.0094566604850911,-0.0867582260824424,-0.0597479101045796,-0.0270103159778628,-1.943876777490089,-0.0012414089353959,-0.050511582237527,25.25213800792132,0.4986212317910857,0.1644987561875373,0.8276187441661602,0.1696237194160111,1.9242881278897828,0.4006556371599508,0.1723291733687934,0,0,0,0,13942270.69000002,-18110721.928607028,-0.0065471665479019,73.81114835396491,1016217.9655000002,268820.2878592308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391378.07
2021-01-14,3.326,0,0,0,0,0,0,0,0,0,0,-0.0226917553878494,-0.0258883813615043,-0.0090834007962449,-0.0879499892307036,-0.0653883259298044,-0.0225616633008992,-1.7866294345342228,0.0020596348508511,-0.0201089045930457,24.893500389129528,0.4786129900108135,0.1642528724504308,0.8071187349116753,0.1501072451099518,1.7788203865351342,0.4831973849252713,0.2136134344396901,0,0,0,0,13250559.15000002,-18599362.189912274,-0.0320391333819969,69.4977572147835,1024946.335,222556.81960384612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381486.2
2021-01-15,3.245,0,0,0,100,0,0,0,0,0,0,-0.0024052723135769,-0.0232307538136953,-0.0085402349329394,-0.0869284075561453,-0.0696963422550726,-0.0172320653010727,-1.6165896498547971,0.0055545403227488,0.006372766238204,31.07093096655832,0.4560676108321065,0.1552635565510448,0.7665947239341961,0.1455404977300168,1.5350311508156982,0.518716103918184,0.2525705647189764,0,0,0,0,12676277.24000002,-18706876.15463448,-0.019869194457564,69.24646720277605,1031374.2835,222893.73022615383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899077.16
2021-01-16,3.449,80,0,0,0,0,0,0,0,0,0,-0.0156139648223185,-0.024033519469781,-0.0089228331674293,-0.0861559449841277,-0.0729882628008836,-0.0131676821832441,-1.4767374748525126,-0.0067091217367408,0.0009050534368591,28.87216444861272,0.4322159448506565,0.1410263808979339,0.7142687066465243,0.1501631830547886,1.4661236983407302,0.4815382769765453,0.2472391426639124,0,0,0,0,13139696.18000002,-18753830.49646938,0.0010544443548595,68.63413076942408,1025020.964,186341.8782707692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1600025.9
2021-01-17,3.824,0,0,0,0,0,0,0,0,0,0,-0.0341976638089612,-0.0260725729766715,-0.0096283175837228,-0.0862599650495091,-0.0756426032506087,-0.0106173617989003,-1.370200922360025,-0.0030206972163407,-0.0041752786303327,32.89297496411638,0.4126580045186381,0.1348204999228926,0.6822990043644234,0.1430170046728529,1.541780334008023,0.4672162679691786,0.2325620001095854,0,0,0,0,13837129.62000002,-18412230.44472244,-0.0123023258075006,68.35910604089399,1028372.1105,170135.80740153842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598160.91
2021-01-18,3.798,0,0,0,100,0,0,0,0,0,0,-0.0393581951666931,-0.0270509674834334,-0.0100518644923511,-0.0864475156662852,-0.077803585733744,-0.0086439299325412,-1.277293505489264,-0.0057089941675447,-0.0154388131206263,35.63173780512274,0.3954592509849943,0.131735651701623,0.6589305543882404,0.1319879475817482,1.5862605261354663,0.4819556985436331,0.2330296478640247,0,0,0,0,12983064.26000002,-18697989.15486199,-0.0534563882673278,67.90318591927755,1018951.594,200344.7445876923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3352152.23
2021-01-19,3.635,0,0,0,0,0,0,0,0,0,0,-0.0225582312931889,-0.0254109196312833,-0.0097998057625121,-0.0852934555982689,-0.079301559706649,-0.0059918958916199,-1.1714769507004394,-0.0068739449365278,-0.0156036363204133,27.373031941533117,0.3758423661058248,0.1203909982785254,0.6166243626628756,0.1350603695487739,1.3831765014718334,0.4780084627231698,0.2568301764300558,0,0,0,0,12142788.89000002,-19362931.47390738,-0.0563470732769668,68.04003632545307,1030003.0165,211945.9487276923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247559.84
2021-01-20,3.736,0,100,0,0,0,0,0,0,0,0,0.0167755456451212,-0.0203325517180253,-0.0086790498441975,-0.0813294399614094,-0.0797071357576011,-0.0016223042038083,-1.0280430043031574,-0.0046172955088371,-0.0172002346129097,22.227470716036308,0.3569846487291251,0.1012077054138493,0.5594000595568239,0.1545692379014264,0.9634065517902743,0.4574861957624399,0.3219709556195532,0,0,0,0,12854934.620000022,-18661630.604519814,-0.0298551676162003,61.307937137355424,1034017.6675,162010.24615307697,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2499519.92
2021-01-21,2.997,-80,0,0,0,0,0,0,0,0,0,0.0271988833677403,-0.0172937085372747,-0.0080537897052188,-0.0762276165661492,-0.0790112319193107,0.0027836153531614,-0.8750341637184209,-0.0002486521041693,-0.0117398925495343,30.46452933363977,0.3448289505034081,0.0920763748146137,0.5289817001326357,0.1606762008741805,0.7732188088021719,0.4613914593916306,0.3737142572664914,0,0,0,0,12151142.64000002,-19284630.1370415,-0.1113936394288468,50.63606739373731,1012918.5895,-13206.837629230788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2359206.71
2021-01-22,3.329,0,0,0,0,0,0,0,0,0,0,0.0324430429176827,-0.0144377087720398,-0.0074593143891473,-0.0703589461986432,-0.0772807747751772,0.006921828576534,-0.7150444426531035,0.0053107628751366,0.0004448152621302,47.50986112131448,0.3325850578597347,0.0777114448863669,0.4880079476324686,0.1771621680870008,0.5697209814620383,0.4301421242899302,0.4302010163345637,0,0,0,0,12977918.40000002,-18769677.13190675,-0.0531695572011364,48.5991787739054,1001240.01,-3350.5230015384373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659397.79
